Name,X-Coordinate,Y-Coordinate,Tag,공원녹지OX,Rain Gage,Outlet,Area (ha),Area(m^2),Total Area,Width (m),Flow Length (m),Slope (%),평균 Slope,Imperv. (%)
S01155FFFT,178999.359,552002.75,자족시설,FALSE,huff_2yr,SD01055,0.022649,226.49,,15.05,15.049,0.77,,85
S01156TTFT,179032.188,552006.7,자족시설,FALSE,huff_2yr,SD01056,0.089927,899.27,,29.988,29.988,0.768,,85
S01157TTFT,179061.828,552007,자족시설,FALSE,huff_2yr,S01057TTTT,0.087696,876.96,,29.614,29.613,0.763,,85
S01158TTFF,179080.375,552014.938,자족시설,FALSE,huff_2yr,SD01058,0.009741,97.41,,9.869,9.87,0.723,,85
S01159FFTT,179131.047,552003.6,자족시설,FALSE,huff_2yr,SD01060,0.032671,326.71,,18.075,18.075,0.723,,85
S01160TTTT,179152.172,552006.7,자족시설,FALSE,huff_2yr,S01061TTTT,0.09,900,,30,30,0.723,,85
S01161TTTT,179182.172,552006.7,자족시설,FALSE,huff_2yr,S01062TTTT,0.09,900,,30,30,0.723,,85
S01162TTTT,179212.172,552006.7,자족시설,FALSE,huff_2yr,SD01063,0.09,900,,30,30,0.723,,85
S01163FFTT,179243.7,552006.8,자족시설,FALSE,huff_2yr,SD01064,0.04188,418.8,,20.465,20.464,0.723,,85
S01164TTTT,179272.172,552006.7,자족시설,FALSE,huff_2yr,SD01065,0.09,900,,30,30,0.723,,85
S01165TTTT,179302.172,552006.7,자족시설,FALSE,huff_2yr,SD01066,0.09,900,,30,30,0.723,,85
S01166TTTT,179332.172,552006.7,자족시설,FALSE,huff_2yr,SD01067,0.09,900,,30,30,0.723,,85
S01167TFTT,179366.422,552006.8,공원,TRUE,huff_2yr,S01068TTTT,0.044123,441.23,,21.005,21.006,0.723,,15
S01168TTTT,179382.609,552003.1,공원,TRUE,huff_2yr,OF8,0.027952,279.52,,16.719,16.719,0.766,,15
S01238TTTT,178497.453,551977.9,자족시설,FALSE,huff_2yr,SD01239,0.057354,573.54,,23.949,23.948,1.435,,85
S01239TTTF,178521.188,551977.2,자족시설,FALSE,huff_2yr,SD01240,0.083818,838.18,,28.951,28.952,1.435,,85
S01240TFTT,178560.469,551975.563,자족시설,FALSE,huff_2yr,S01241TTTT,0.038868,388.68,,19.715,19.715,1.435,,85
S01241TTTT,178582.172,551976.7,자족시설,FALSE,huff_2yr,S01242TTTT,0.09,900,,30,30,1.193,,85
S01242TTTT,178612.172,551976.7,자족시설,FALSE,huff_2yr,SD01243,0.09,900,,30,30,0.901,,85
S01243TTTF,178639.828,551977.3,자족시설,FALSE,huff_2yr,SD01144,0.075478,754.78,,27.473,27.474,0.824,,85
S01244FFTT,178680.047,551975.5,자족시설,FALSE,huff_2yr,SD01145,0.041936,419.36,,20.478,20.479,0.917,,85
S01245FTTT,178702.078,551976.563,자족시설,FALSE,huff_2yr,SD01146,0.089227,892.27,,29.871,29.871,0.743,,85
S01246FTTT,178731.563,551974.3,자족시설,FALSE,huff_2yr,SD01147,0.075283,752.83,,27.438,27.437,0.837,,85
S01247FTTT,178761.344,551971.2,자족시설,FALSE,huff_2yr,SD01147,0.056599,565.99,,23.791,23.79,0.813,,85
S01248FTTT,178791.281,551968.75,보행자전용도로,TRUE,huff_2yr,S01149TTTT,0.038916,389.16,,19.727,19.727,0.763,,100
S01249FTTF,178822.156,551975.6,자족시설,FALSE,huff_2yr,S01150TTTT,0.034516,345.16,,18.579,18.578,0.738,,85
S01250TFFT,178852.75,551984.25,자족시설,FALSE,huff_2yr,S01151TTTF,0.036327,363.27,,19.06,19.059,0.734,,85
S01251TTFF,178883.063,551982.938,자족시설,FALSE,huff_2yr,S01151TTTF,0.052135,521.35,,22.833,22.833,0.765,,85
S01258FFTT,179106.875,551962.4,자족시설,FALSE,huff_2yr,SD01159,8.90E-05,0.89,,0.944,0.943,0.723,,85
S01259TTTT,179124.781,551975.3,자족시설,FALSE,huff_2yr,S01160TTTT,0.072582,725.82,,26.941,26.941,0.723,,85
S01260TTTT,179152.172,551976.7,자족시설,FALSE,huff_2yr,S01161TTTT,0.09,900,,30,30,0.723,,85
S01261TTTT,179182.172,551976.7,자족시설,FALSE,huff_2yr,S01162TTTT,0.09,900,,30,30,0.723,,85
S01262TTTF,179211.6,551977.063,자족시설,FALSE,huff_2yr,SD01163,0.086298,862.98,,29.377,29.376,0.723,,85
S01263TFTT,179249.359,551976.063,자족시설,FALSE,huff_2yr,S01164TTTT,0.043479,434.79,,20.852,20.851,0.723,,85
S01264TTTT,179272.172,551976.7,자족시설,FALSE,huff_2yr,S01165TTTT,0.09,900,,30,30,0.723,,85
S01265TTTT,179302.172,551976.7,자족시설,FALSE,huff_2yr,S01166TTTT,0.09,900,,30,30,0.723,,85
S01266TTTT,179332.172,551976.7,자족시설,FALSE,huff_2yr,SD01167,0.09,900,,30,30,0.723,,85
S01267TFFT,179362.922,551976.8,공원,TRUE,huff_2yr,S01168TTTT,0.04208,420.8,,20.513,20.514,0.766,,15
S01268TTTT,179388.766,551975.25,공원,TRUE,huff_2yr,S01168TTTT,0.067605,676.05,,26.001,26.001,0.766,,15
S01338TTTT,178501.734,551948.9,녹지,TRUE,huff_2yr,SD01339,0.030729,307.29,,17.53,17.529,1.435,,0
S01339TTTF,178518.328,551947.4,자족시설,FALSE,huff_2yr,SD01340,0.066522,665.22,,25.792,25.792,1.435,,85
S01340TFTT,178557.5,551945.9,자족시설,FALSE,huff_2yr,S01341TTTT,0.057533,575.33,,23.986,23.986,1.318,,85
S01341TTTT,178582.172,551946.7,자족시설,FALSE,huff_2yr,S01342TTTT,0.09,900,,30,30,0.928,,85
S01342TTTT,178612.172,551946.7,자족시설,FALSE,huff_2yr,SD01243,0.09,900,,30,30,0.98,,85
S01343TTTF,178636.672,551947.563,자족시설,FALSE,huff_2yr,SD01244,0.056472,564.72,,23.764,23.764,0.917,,85
S01344TFFT,178677.641,551949.25,자족시설,FALSE,huff_2yr,SD01245,0.027351,273.51,,16.538,16.538,0.917,,85
S01345TTFT,178702.9,551953.3,자족시설,FALSE,huff_2yr,SD01246,0.047279,472.79,,21.744,21.743,0.824,,85
S01346TTFT,178732.922,551950.7,자족시설,FALSE,huff_2yr,SD01247,0.065444,654.44,,25.582,25.582,0.815,,85
S01347TTFT,178762.672,551947.563,자족시설,FALSE,huff_2yr,SD01247,0.084323,843.23,,29.038,29.039,0.757,,85
S01348TTTT,178792.172,551946.7,자족시설,FALSE,huff_2yr,SD01249,0.09,900,,30,30,0.752,,85
S01349TTTT,178822.172,551946.7,자족시설,FALSE,huff_2yr,SD01250,0.09,900,,30,30,0.73,,85
S01350FTTT,178851.938,551946.4,자족시설,FALSE,huff_2yr,SD01251,0.087931,879.31,,29.653,29.653,0.739,,85
S01351FTTF,178881.266,551943.9,자족시설,FALSE,huff_2yr,SD01251,0.070643,706.43,,26.579,26.579,0.763,,85
S01352FFTT,178918.641,551939.563,상업시설,FALSE,huff_2yr,SD01252,0.023005,230.05,,15.167,15.168,0.769,,100
S01353FTTT,178941.313,551938.4,상업시설,FALSE,huff_2yr,SD01253,0.033914,339.14,,18.416,18.416,0.769,,100
S01354FTTF,178970.938,551946.6,상업시설,FALSE,huff_2yr,SD01254,0.027418,274.18,,16.559,16.558,0.768,,100
S01358FFFT,179103.109,551944.4,자족시설,FALSE,huff_2yr,SD01259,0.018313,183.13,,13.533,13.532,0.723,,85
S01359TTFT,179122.266,551946.8,자족시설,FALSE,huff_2yr,S01260TTTT,0.08943,894.3,,29.905,29.905,0.723,,85
S01360TTTT,179152.172,551946.7,자족시설,FALSE,huff_2yr,S01261TTTT,0.09,900,,30,30,0.723,,85
S01361TTTT,179182.172,551946.7,자족시설,FALSE,huff_2yr,SD01262,0.09,900,,30,30,0.723,,85
S01362TTTF,179208.641,551947.4,자족시설,FALSE,huff_2yr,SD01263,0.068376,683.76,,26.149,26.149,0.723,,85
S01363TFTT,179247.219,551945.938,자족시설,FALSE,huff_2yr,S01264TTTT,0.059298,592.98,,24.351,24.351,0.723,,85
S01364TTTT,179272.172,551946.7,자족시설,FALSE,huff_2yr,S01265TTTT,0.09,900,,30,30,0.723,,85
S01365TTFT,179302.172,551946.7,자족시설,FALSE,huff_2yr,S01266TTTT,0.09,900,,30,30,0.723,,85
S01366TTFT,179332.172,551946.7,자족시설,FALSE,huff_2yr,SD01267,0.09,900,,30,30,0.766,,85
S01367TTFF,179358.719,551946.8,자족시설,FALSE,huff_2yr,S01268TTTT,0.040036,400.36,,20.009,20.009,0.766,,85
S01368TTTT,179392.156,551946.7,공원,TRUE,huff_2yr,S01268TTTT,0.089917,899.17,,29.986,29.986,0.766,,15
S01369TTTT,179411.3,551941.063,공원,TRUE,huff_2yr,S01268TTTT,0.017342,173.42,,13.169,13.169,0.766,,15
S01438TTTT,178505.234,551925.1,녹지,TRUE,huff_2yr,SD01439,0.005697,56.97,,7.548,7.548,1.435,,0
S01439TTTF,178517.547,551916.6,녹지,TRUE,huff_2yr,SD01440,0.059058,590.58,,24.302,24.302,1.435,,0
S01440TFTT,178556.938,551917.5,공원,TRUE,huff_2yr,S01441TTTT,0.060841,608.41,,24.666,24.666,1.111,,15
S01441TTTT,178582.172,551916.7,공원,TRUE,huff_2yr,S01442TTTT,0.09,900,,30,30,0.886,,15
S01442TTTT,178612.172,551916.7,자족시설,FALSE,huff_2yr,SD01343,0.09,900,,30,30,0.821,,85
S01443TTTF,178633.563,551917.938,자족시설,FALSE,huff_2yr,SD01344,0.037504,375.04,,19.366,19.366,0.917,,85
S01444FFTT,178674.813,551915.938,자족복합용지,FALSE,huff_2yr,SD01345,0.073636,736.36,,27.136,27.136,0.765,,85
S01445FTTT,178701.8,551916.063,자족복합용지,FALSE,huff_2yr,SD01346,0.086161,861.61,,29.353,29.353,0.837,,85
S01446FTTT,178731.484,551913.2,자족복합용지,FALSE,huff_2yr,SD01346,0.068466,684.66,,26.166,26.166,0.815,,85
S01447FTTT,178761.359,551910.25,자족복합용지,FALSE,huff_2yr,S01348TTTT,0.050056,500.56,,22.373,22.373,0.789,,85
S01448FTTF,178792.2,551913.938,자족복합용지,FALSE,huff_2yr,S01349TTTT,0.044847,448.47,,21.177,21.177,0.746,,85
S01449TFFT,178822.2,551920.3,자족시설,FALSE,huff_2yr,SD01350,0.045316,453.16,,21.287,21.288,0.71,,85
S01450TTFT,178853.063,551922.7,자족시설,FALSE,huff_2yr,SD01351,0.05323,532.3,,23.072,23.071,0.729,,85
S01451TTFF,178880.016,551920.438,자족시설,FALSE,huff_2yr,SD01351,0.058079,580.79,,24.1,24.099,0.769,,85
S01452TFTT,178917.563,551915.9,상업시설,FALSE,huff_2yr,SD01352,0.057148,571.48,,23.906,23.905,0.769,,100
S01453TTTT,178942.172,551916.7,상업시설,FALSE,huff_2yr,SD01353,0.09,900,,30,30,0.769,,100
S01454TTTT,178972.172,551916.7,상업시설,FALSE,huff_2yr,SD01354,0.09,900,,30,30,0.768,,100
S01455FTTT,179001.719,551915.9,상업시설,FALSE,huff_2yr,SD01355,0.084717,847.17,,29.106,29.106,0.768,,100
S01456FTTF,179028.688,551913.25,상업시설,FALSE,huff_2yr,SD01356,0.054422,544.22,,23.329,23.328,0.765,,100
S01458FFTT,179095.891,551905.938,자족시설,FALSE,huff_2yr,SD01359,0.018079,180.79,,13.446,13.446,0.723,,85
S01459FTTF,179122.281,551914.1,자족시설,FALSE,huff_2yr,S01360TTTT,0.016892,168.92,,12.997,12.997,0.723,,85
S01460TFFT,179154.125,551926.7,자족시설,FALSE,huff_2yr,S01361TTTT,0.02847,284.7,,16.873,16.873,0.723,,85
S01461TTFT,179183.281,551923.1,자족시설,FALSE,huff_2yr,SD01362,0.050783,507.83,,22.535,22.535,0.723,,85
S01462TTFF,179205.984,551921,자족시설,FALSE,huff_2yr,SD01363,0.038534,385.34,,19.63,19.63,0.723,,85
S01463TFFT,179244.453,551916.25,자족시설,FALSE,huff_2yr,S01364TTTT,0.076027,760.27,,27.573,27.573,0.723,,85
S01464TTTF,179272.172,551916.7,자족시설,FALSE,huff_2yr,S01365TTFT,0.09,900,,30,30,0.723,,85
S01468TFTT,179392.375,551916.8,공원,TRUE,huff_2yr,S01369TTTT,0.088802,888.02,,29.8,29.799,0.766,,15
S01469TTTT,179416.281,551915.3,공원,TRUE,huff_2yr,S01569TTTT,0.053279,532.79,,23.082,23.082,0.766,,15
S01539TTTF,178522.4,551885.8,녹지,TRUE,huff_2yr,SD01540,0.071492,714.92,,26.738,26.738,1.193,,0
S01540TFFT,178559,551889.2,자족시설,FALSE,huff_2yr,S01441TTTT,0.034645,346.45,,18.613,18.613,0.97,,85
S01541TTTT,178582.172,551886.7,공원,TRUE,huff_2yr,S01442TTTT,0.09,900,,30,30,0.957,,15
S01542TTTT,178612.172,551886.7,공원,TRUE,huff_2yr,SD01443,0.09,900,,30,30,0.917,,15
S01543TTFF,178637.266,551886.438,공원,TRUE,huff_2yr,SD01444,0.026391,263.91,,16.245,16.246,0.917,,15
S01544TFFT,178672.266,551886.6,공원,TRUE,huff_2yr,SD01445,0.089444,894.44,,29.907,29.907,0.793,,15
S01545TTTT,178702.172,551886.7,공원,TRUE,huff_2yr,SD01446,0.09,900,,30,30,0.815,,15
S01546TTTT,178732.172,551886.7,공원,TRUE,huff_2yr,SD01446,0.09,900,,30,30,0.768,,15
S01547TTTT,178762.172,551886.7,자족복합용지,FALSE,huff_2yr,SD01448,0.09,900,,30,30,0.761,,85
S01548TTTT,178792.172,551886.7,자족복합용지,FALSE,huff_2yr,SD01449,0.09,900,,30,30,0.753,,85
S01549TTTT,178822.172,551886.7,자족복합용지,FALSE,huff_2yr,SD01450,0.09,900,,30,30,0.721,,85
S01550FTTT,178851.625,551885.5,자족복합용지,FALSE,huff_2yr,SD01450,0.082554,825.54,,28.732,28.732,0.754,,85
S01551FTTT,178881.438,551882.4,자족복합용지,FALSE,huff_2yr,SD01451,0.063729,637.29,,25.245,25.244,0.769,,85
S01552TTTT,178913.344,551885.75,상업시설,FALSE,huff_2yr,SD01452,0.081845,818.45,,28.609,28.608,0.769,,100
S01553TTTT,178942.172,551886.7,상업시설,FALSE,huff_2yr,S01453TTTT,0.09,900,,30,30,0.769,,100
S01554TTTT,178972.172,551886.7,상업시설,FALSE,huff_2yr,S01454TTTT,0.09,900,,30,30,0.768,,100
S01555TTTT,179002.172,551886.7,상업시설,FALSE,huff_2yr,SD01455,0.09,900,,30,30,0.77,,100
S01556TTTF,179026.9,551887.438,공원,TRUE,huff_2yr,SD01456,0.05794,579.4,,24.071,24.07,0.76,,15
S01557FFTT,179076.844,551872.9,자족시설,FALSE,huff_2yr,SD01458,0.000178,1.78,,1.335,1.333,0.723,,85
S01558TTTT,179093.766,551885.938,자족시설,FALSE,huff_2yr,SD01459,0.079852,798.52,,28.258,28.258,0.723,,85
S01559TTTT,179122.172,551886.7,자족시설,FALSE,huff_2yr,SD01460,0.09,900,,30,30,0.723,,85
S01560FTTT,179151.609,551885.3,자족시설,FALSE,huff_2yr,SD01461,0.081416,814.16,,28.533,28.534,0.723,,85
S01561FTTT,179181.422,551882.2,자족시설,FALSE,huff_2yr,SD01462,0.062666,626.66,,25.033,25.033,0.723,,85
S01562FTFF,179206.3,551879.938,자족시설,FALSE,huff_2yr,SD01463,0.016136,161.36,,12.703,12.703,0.723,,85
S01563FFTF,179241.891,551880,자족시설,FALSE,huff_2yr,S01464TTTF,0.033665,336.65,,18.348,18.348,0.723,,85
S01564TFFF,179272.156,551890.4,자족시설,FALSE,huff_2yr,SN01465,0.0327,327,,18.083,18.083,0.75,,85
S01568TFTT,179393.9,551887,공원,TRUE,huff_2yr,S01469TTTT,0.079495,794.95,,28.195,28.195,0.766,,15
S01569TTTT,179420.8,551885.938,공원,TRUE,huff_2yr,OF9,0.081036,810.36,,28.467,28.467,0.766,,15
S01570TTTT,179437.8,551873.7,공원,TRUE,huff_2yr,OF9,0.000566,5.66,,2.38,2.378,0.766,,15
S01639TTTT,178527.172,551857.8,녹지,TRUE,huff_2yr,SD01540,0.059048,590.48,,24.3,24.3,1.013,,0
S01640FTTF,178547.891,551853.063,자족시설,FALSE,huff_2yr,S01541TTTT,0.05419,541.9,,23.279,23.278,0.98,,85
S01641TFFT,178585.422,551862.5,자족시설,FALSE,huff_2yr,S01542TTTT,0.046596,465.96,,21.586,21.586,0.917,,85
S01642TTFF,178612.469,551858.6,자족시설,FALSE,huff_2yr,SD01543,0.07799,779.9,,27.927,27.926,0.917,,85
S01645TFTT,178702.172,551856.7,자족복합용지,FALSE,huff_2yr,S01545TTTT,0.09,900,,30,30,0.815,,85
S01646TTTT,178732.172,551856.7,자족복합용지,FALSE,huff_2yr,S01547TTTT,0.09,900,,30,30,0.795,,85
S01647TTTT,178762.172,551856.7,공원,TRUE,huff_2yr,S01548TTTT,0.09,900,,30,30,0.755,,15
S01648TTTT,178792.172,551856.7,공원,TRUE,huff_2yr,S01549TTTT,0.09,900,,30,30,0.738,,15
S01649TTTT,178822.172,551856.7,공원,TRUE,huff_2yr,SD01550,0.09,900,,30,30,0.744,,15
S01650TTTT,178852.172,551856.7,공원,TRUE,huff_2yr,SD01550,0.09,900,,30,30,0.758,,15
S01651TTTT,178882.172,551856.7,자족복합용지,FALSE,huff_2yr,SD01551,0.09,900,,30,30,0.769,,85
S01652TTTT,178912.172,551856.7,상업시설,FALSE,huff_2yr,SD01552,0.09,900,,30,30,0.769,,100
S01653TTTT,178942.172,551856.7,상업시설,FALSE,huff_2yr,S01553TTTT,0.09,900,,30,30,0.769,,100
S01654TTTT,178972.172,551856.7,상업시설,FALSE,huff_2yr,S01554TTTT,0.09,900,,30,30,0.768,,100
S01655TTTT,179002.172,551856.7,공원,TRUE,huff_2yr,S01555TTTT,0.09,900,,30,30,0.77,,15
S01656TTTF,179024,551857.8,공원,TRUE,huff_2yr,SD01556,0.040293,402.93,,20.073,20.073,0.765,,15
S01657FFTT,179073.9,551852.6,자족시설,FALSE,huff_2yr,SD01558,0.016069,160.69,,12.676,12.677,0.723,,85
S01658TTTT,179092.172,551856.7,자족시설,FALSE,huff_2yr,S01559TTTT,0.09,900,,30,30,0.723,,85
S01659TTTT,179122.172,551856.7,자족시설,FALSE,huff_2yr,SD01560,0.09,900,,30,30,0.723,,85
S01660TTTT,179152.172,551856.7,자족시설,FALSE,huff_2yr,SD01561,0.09,900,,30,30,0.723,,85
S01661TTTF,179182.172,551856.7,자족시설,FALSE,huff_2yr,SD01562,0.089988,899.88,,29.998,29.998,0.723,,85
S01662FFTT,179216.531,551856.7,자족시설,FALSE,huff_2yr,SD01563,0.029732,297.32,,17.243,17.243,0.723,,85
S01663TTTT,179242.172,551856.7,자족시설,FALSE,huff_2yr,SD01564,0.09,900,,30,30,0.743,,85
S01664TTTT,179272.172,551856.7,자족시설,FALSE,huff_2yr,SD01565,0.09,900,,30,30,0.766,,85
S01665FTTT,179301.6,551855.25,자족시설,FALSE,huff_2yr,SD01566,0.081143,811.43,,28.486,28.485,0.766,,85
S01666FTTT,179331.422,551852.1,자족시설,FALSE,huff_2yr,SD01567,0.062263,622.63,,24.953,24.952,0.766,,85
S01667FTTF,179354.422,551849.75,자족시설,FALSE,huff_2yr,SD01568,0.024012,240.12,,15.496,15.496,0.766,,85
S01668TFTT,179394.625,551856.75,자족시설,FALSE,huff_2yr,S01569TTTT,0.075306,753.06,,27.442,27.442,0.766,,85
S01669TTTT,179422.172,551856.7,자족시설,FALSE,huff_2yr,S01570TTTT,0.09,900,,30,30,0.766,,85
S01670TTTT,179439.984,551854.1,녹지,TRUE,huff_2yr,OF9,0.015466,154.66,,12.436,12.436,0.774,,0
S01739TTTT,178531.422,551828.7,녹지,TRUE,huff_2yr,SD01640,0.032735,327.35,,18.093,18.093,0.953,,0
S01740TTTT,178552.172,551826.7,자족시설,FALSE,huff_2yr,SD01641,0.09,900,,30,30,0.894,,85
S01741FTTT,178580.391,551823.4,자족시설,FALSE,huff_2yr,SD01642,0.067029,670.29,,25.89,25.89,0.917,,85
S01742FTTF,178608.016,551818.3,자족시설,FALSE,huff_2yr,SD01643,0.03042,304.2,,17.441,17.442,0.917,,85
S01743FFTF,178648.438,551820.063,유보형복합용지,FALSE,huff_2yr,SN01644,0.017278,172.78,,13.145,13.144,0.771,,85
S01745TFFT,178703.25,551834.25,자족복합용지,FALSE,huff_2yr,S01646TTTT,0.04407,440.7,,20.993,20.993,0.779,,85
S01746TTFT,178732.922,551831.2,자족복합용지,FALSE,huff_2yr,S01647TTTT,0.062689,626.89,,25.038,25.038,0.769,,85
S01747TTFT,178762.75,551828.1,보행자전용도로,TRUE,huff_2yr,S01648TTTT,0.081212,812.12,,28.498,28.497,0.747,,100
S01748TTTT,178792.172,551826.7,자족복합용지,FALSE,huff_2yr,S01649TTTT,0.09,900,,30,30,0.715,,85
S01749TTTT,178822.172,551826.7,자족복합용지,FALSE,huff_2yr,S01650TTTT,0.09,900,,30,30,0.729,,85
S01750TTTT,178852.172,551826.7,자족복합용지,FALSE,huff_2yr,S01650TTTT,0.09,900,,30,30,0.762,,85
S01751TTTT,178882.172,551826.7,공원,TRUE,huff_2yr,S01651TTTT,0.09,900,,30,30,0.769,,15
S01752TTTT,178912.172,551826.7,공원,TRUE,huff_2yr,S01652TTTT,0.09,900,,30,30,0.769,,15
S01753TTTT,178942.172,551826.7,공원,TRUE,huff_2yr,S01653TTTT,0.09,900,,30,30,0.769,,15
S01754TTTT,178972.172,551826.7,공원,TRUE,huff_2yr,S01654TTTT,0.09,900,,30,30,0.768,,15
S01755TTTT,179002.172,551826.7,공원,TRUE,huff_2yr,S01655TTTT,0.09,900,,30,30,0.77,,15
S01756TTTF,179021.141,551828.6,공원,TRUE,huff_2yr,SD01656,0.022646,226.46,,15.048,15.049,0.758,,15
S01757TFTT,179069.781,551825.1,공원,TRUE,huff_2yr,S01658TTTT,0.042898,428.98,,20.712,20.712,0.723,,15
S01758TTTT,179092.172,551826.7,자족시설,FALSE,huff_2yr,S01659TTTT,0.09,900,,30,30,0.723,,85
S01759TTTT,179122.172,551826.7,자족시설,FALSE,huff_2yr,S01660TTTT,0.09,900,,30,30,0.723,,85
S01760TTTT,179152.172,551826.7,자족시설,FALSE,huff_2yr,SD01661,0.09,900,,30,30,0.723,,85
S01761TTTF,179180.609,551827.25,자족시설,FALSE,huff_2yr,SD01662,0.080279,802.79,,28.334,28.333,0.723,,85
S01762TFFT,179220.438,551825.563,자족시설,FALSE,huff_2yr,S01663TTTT,0.03974,397.4,,19.935,19.935,0.723,,85
S01763TTTT,179242.172,551826.7,자족시설,FALSE,huff_2yr,S01664TTTT,0.09,900,,30,30,0.766,,85
S01764TTTT,179272.172,551826.7,자족시설,FALSE,huff_2yr,SD01665,0.09,900,,30,30,0.766,,85
S01765TTTT,179302.172,551826.7,자족시설,FALSE,huff_2yr,SD01666,0.09,900,,30,30,0.766,,85
S01766TTTT,179332.172,551826.7,자족시설,FALSE,huff_2yr,SD01667,0.09,900,,30,30,0.766,,85
S01767TTTF,179354.828,551826.6,자족시설,FALSE,huff_2yr,SD01668,0.045892,458.92,,21.422,21.423,0.766,,85
S01768TFTT,179394.891,551826.75,자족시설,FALSE,huff_2yr,S01669TTTT,0.073721,737.21,,27.152,27.151,0.766,,85
S01769TTTT,179422.172,551826.7,자족시설,FALSE,huff_2yr,S01670TTTT,0.09,900,,30,30,0.859,,85
S01770TTTT,179442.328,551825.5,녹지,TRUE,huff_2yr,S01670TTTT,0.030286,302.86,,17.403,17.403,0.875,,0
S01839TTTT,178535,551804.25,녹지,TRUE,huff_2yr,S01740TTTT,0.007283,72.83,,8.534,8.534,0.98,,0
S01840TTTT,178552.313,551796.8,자족시설,FALSE,huff_2yr,SD01741,0.089138,891.38,,29.856,29.856,0.917,,85
S01841TTTT,178582.172,551796.7,자족시설,FALSE,huff_2yr,SD01742,0.09,900,,30,30,0.917,,85
S01842TTTF,178606.828,551797.6,자족시설,FALSE,huff_2yr,SD01743,0.057226,572.26,,23.922,23.922,0.809,,85
S01843TFTT,178646.234,551796,유보형복합용지,FALSE,huff_2yr,SD01744,0.065219,652.19,,25.538,25.538,0.815,,85
S01844FTTT,178672.172,551796.7,유보형복합용지,FALSE,huff_2yr,SD01745,0.089987,899.87,,29.998,29.998,0.815,,85
S01845FTTT,178701.578,551795.063,유보형복합용지,FALSE,huff_2yr,SD01746,0.079693,796.93,,28.23,28.23,0.797,,85
S01846FTTT,178731.391,551791.9,유보형복합용지,FALSE,huff_2yr,SD01747,0.06049,604.9,,24.595,24.594,0.775,,85
S01847FTTT,178761.016,551788.7,유보형복합용지,FALSE,huff_2yr,S01748TTTT,0.041293,412.93,,20.321,20.32,0.75,,85
S01848FTTF,178792.125,551792.938,유보형복합용지,FALSE,huff_2yr,S01749TTTT,0.031832,318.32,,17.841,17.842,0.721,,85
S01849TFFT,178822.547,551803.8,자족복합용지,FALSE,huff_2yr,S01750TTTT,0.032334,323.34,,17.982,17.981,0.729,,85
S01850TTFT,178853.172,551803.8,자족복합용지,FALSE,huff_2yr,S01750TTTT,0.046803,468.03,,21.634,21.634,0.769,,85
S01851TTTT,178883.75,551798.75,공원,TRUE,huff_2yr,S01751TTTT,0.074394,743.94,,27.275,27.276,0.769,,15
S01852TTTT,178912.172,551796.7,공원,TRUE,huff_2yr,S01752TTTT,0.09,900,,30,30,0.769,,15
S01853TTTT,178942.172,551796.7,공원,TRUE,huff_2yr,S01753TTTT,0.09,900,,30,30,0.769,,15
S01854TTTT,178972.172,551796.7,공원,TRUE,huff_2yr,S01754TTTT,0.09,900,,30,30,0.768,,15
S01855TTTF,179002.109,551796.75,공원,TRUE,huff_2yr,S01755TTTT,0.089585,895.85,,29.931,29.931,0.764,,15
S01856TTFF,179018.719,551803.9,공원,TRUE,huff_2yr,SD01756,0.005413,54.13,,7.357,7.358,0.758,,15
S01857TFTT,179065.313,551795.75,공원,TRUE,huff_2yr,S01758TTTT,0.070289,702.89,,26.512,26.512,0.723,,15
S01858TTTT,179092.172,551796.7,공원,TRUE,huff_2yr,S01759TTTT,0.09,900,,30,30,0.723,,15
S01859TTTT,179122.172,551796.7,공원,TRUE,huff_2yr,S01760TTTT,0.09,900,,30,30,0.723,,15
S01860TTTT,179152.172,551796.7,공원,TRUE,huff_2yr,SD01761,0.09,900,,30,30,0.723,,15
S01861TTTF,179180.1,551795.7,공원,TRUE,huff_2yr,SD01762,0.075741,757.41,,27.521,27.521,0.723,,15
S01862FTTF,179211.656,551789.75,유보형복합용지,FALSE,huff_2yr,S01763TTTT,0.024252,242.52,,15.573,15.573,0.766,,85
S01863TFFT,179242.953,551804.9,자족시설,FALSE,huff_2yr,S01764TTTT,0.0255,255,,15.969,15.968,0.766,,85
S01864TTFT,179273.313,551804.7,자족시설,FALSE,huff_2yr,S01765TTTT,0.041447,414.47,,20.359,20.358,0.766,,85
S01865TTFT,179302.953,551801.563,자족시설,FALSE,huff_2yr,S01766TTTT,0.060308,603.08,,24.558,24.557,0.766,,85
S01866TTFT,179332.766,551798.438,자족시설,FALSE,huff_2yr,SD01767,0.079168,791.68,,28.137,28.137,0.766,,85
S01867TTFF,179355.047,551796.6,자족시설,FALSE,huff_2yr,SD01768,0.047144,471.44,,21.713,21.712,0.801,,85
S01868TFTT,179395.156,551796.75,자족시설,FALSE,huff_2yr,S01769TTTT,0.072137,721.37,,26.858,26.859,0.875,,85
S01869TTTT,179422.172,551796.7,자족시설,FALSE,huff_2yr,S01770TTTT,0.09,900,,30,30,0.911,,85
S01870TTTT,179444.7,551795.9,녹지,TRUE,huff_2yr,S01770TTTT,0.044802,448.02,,21.167,21.166,0.953,,0
